bill_id,knesset_num,sub_type,status,ancestor_first_plenum_discussion,presented_to_plenum,merged_first_call,from_presented_to_first_call,from_presented_to_first_call_without_pagra,merged_last_call,from_last_call_to_first_relevant_committee_discussion,from_last_call_to_first_relevant_committee_discussion_without_pagra,from_first_relevant_committee_discussions_to_last,from_first_relevant_committee_discussions_to_last_without_pagra,from_presented_to_plenum_to_publication,from_presented_to_plenum_to_publication_without_pagra,from_first_plenum_discussion_to_publication,from_first_plenum_discussion_to_publication_without_pagra,publication_date,dates_comments
326098,18,ממשלתית,מוזגה עם הצעת חוק אחרת,2009-06-17,2009-06-17,2009-06-17,0,0,2009-06-17,,,,,,,,,,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
326099,18,ממשלתית,לאישור פיצול במליאה,2009-06-17,2009-06-17,2009-06-17,0,0,2009-06-17,18,18,3,3,,,,,,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
326100,18,ממשלתית,מוזגה עם הצעת חוק אחרת,2009-06-17,2009-06-17,2009-06-17,0,0,2009-06-17,,,,,,,,,,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
326101,18,ממשלתית,מוזגה עם הצעת חוק אחרת,2009-06-17,2009-06-17,2009-06-17,0,0,2009-06-17,,,,,,,,,,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
326102,18,ממשלתית,מוזגה עם הצעת חוק אחרת,2009-06-17,2009-06-17,2009-06-17,0,0,2009-06-17,,,,,,,,,,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
326103,18,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,2009-06-17,2009-06-17,2009-06-17,0,0,2009-06-17,12,12,2,2,,,,,,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
326104,18,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,2009-06-17,2009-06-17,2009-06-17,0,0,2009-06-17,13,13,0,0,,,,,,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
326105,18,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,2009-06-17,2009-06-17,2009-06-17,0,0,2009-06-17,12,12,0,0,,,,,,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
326106,18,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,2009-06-17,2009-06-17,2009-06-17,0,0,2009-06-17,5,5,0,0,,,,,,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
326258,18,ממשלתית,התקבלה בקריאה שלישית,2009-06-29,2009-06-29,2009-06-29,0,0,2009-06-29,13,13,1,1,17,17,17,17,2009-07-16,used pass to committee vote as presented to plenum
326278,18,ממשלתית,התקבלה בקריאה שלישית,2009-06-17,2009-06-17,2009-06-17,0,0,2009-06-17,252,181,145,106,405,290,405,290,2010-07-27,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
326279,18,ממשלתית,התקבלה בקריאה שלישית,2009-06-17,2009-06-17,2009-06-17,0,0,2009-06-17,384,274,7,7,407,290,407,290,2010-07-29,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
326280,18,ממשלתית,התקבלה בקריאה שלישית,2009-06-17,2009-06-17,2009-06-17,0,0,2009-06-17,7,7,26,26,127,56,127,56,2009-10-22,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
326281,18,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,2009-06-17,2009-06-17,2009-06-17,0,0,2009-06-17,,,,,,,,,,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
326282,18,ממשלתית,התקבלה בקריאה שלישית,2009-06-17,2009-06-17,2009-06-17,0,0,2009-06-17,6,6,27,27,54,46,54,46,2009-08-10,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
326283,18,ממשלתית,התקבלה בקריאה שלישית,2009-06-17,2009-06-17,2009-06-17,0,0,2009-06-17,166,95,71,71,272,201,272,201,2010-03-16,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
326284,18,ממשלתית,התקבלה בקריאה שלישית,2009-06-17,2009-06-17,2009-06-17,0,0,2009-06-17,49,46,175,107,239,168,239,168,2010-02-11,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
326285,18,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,2009-06-17,2009-06-17,2009-06-17,0,0,2009-06-17,,,,,,,,,,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
326286,18,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,2009-06-17,2009-06-17,2009-06-17,0,0,2009-06-17,,,,,,,,,,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
326291,18,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,2009-06-17,2009-06-17,2009-06-17,0,0,2009-06-17,,,,,,,,,,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
326292,18,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,2009-06-17,2009-06-17,2009-06-17,0,0,2009-06-17,,,,,,,,,,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
326293,18,ממשלתית,התקבלה בקריאה שלישית,2009-06-17,2009-06-17,2009-06-17,0,0,2009-06-17,49,46,0,0,127,56,127,56,2009-10-22,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
326294,18,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,2009-06-17,2009-06-17,2009-06-17,0,0,2009-06-17,383,273,0,0,,,,,,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
326295,18,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,2009-06-17,2009-06-17,2009-06-17,0,0,2009-06-17,383,273,665,423,,,,,,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
326296,18,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,2009-06-17,2009-06-17,2009-06-17,0,0,2009-06-17,,,,,,,,,,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
326297,18,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,2009-06-17,2009-06-17,2009-06-17,0,0,2009-06-17,376,266,0,0,,,,,,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
326298,18,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,2009-06-17,2009-06-17,2009-06-17,0,0,2009-06-17,244,173,0,0,,,,,,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
326299,18,ממשלתית,התקבלה בקריאה שלישית,2009-06-17,2009-06-17,2009-06-17,0,0,2009-06-17,244,173,245,125,510,319,510,319,2010-11-09,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
326300,18,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,2009-06-17,2009-06-17,2009-06-17,0,0,2009-06-17,140,69,0,0,,,,,,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
326301,18,ממשלתית,התקבלה בקריאה שלישית,2009-06-17,2009-06-17,2009-06-17,0,0,2009-06-17,6,6,630,439,651,460,651,460,2011-03-30,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
326302,18,ממשלתית,התקבלה בקריאה שלישית,2009-06-17,2009-06-17,2009-06-17,0,0,2009-06-17,119,48,719,500,931,614,931,614,2012-01-04,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
326673,18,ממשלתית,התקבלה בקריאה שלישית,2009-06-29,2009-06-29,2009-06-29,0,0,2009-06-29,1,1,1,1,17,17,17,17,2009-07-16,used pass to committee vote as presented to plenum
326677,18,ממשלתית,התקבלה בקריאה שלישית,2009-11-02,2009-11-02,2009-11-02,0,0,2009-11-02,588,426,345,226,945,664,945,664,2012-06-04,used pass to committee vote as presented to plenum
326679,18,ממשלתית,נעצרה,2009-07-07,2009-07-07,2009-07-07,0,0,2009-07-07,,,,,,,,,,used pass to committee vote as presented to plenum
327068,18,ממשלתית,התקבלה בקריאה שלישית,2009-07-06,2009-07-06,2009-07-06,0,0,2009-07-06,8,8,1,1,30,27,30,27,2009-08-05,used pass to committee vote as presented to plenum
327210,18,ממשלתית,התקבלה בקריאה שלישית,2009-07-27,2009-07-27,2009-07-27,0,0,2009-07-27,184,113,0,0,219,148,219,148,2010-03-03,used pass to committee vote as presented to plenum
327351,18,ממשלתית,התקבלה בקריאה שלישית,2009-07-13,2009-07-13,2009-07-13,0,0,2009-07-13,9,9,0,0,23,20,23,20,2009-08-05,used pass to committee vote as presented to plenum
327479,18,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,2009-06-17,2009-06-17,2009-06-17,0,0,2009-06-17,,,,,,,,,,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
327497,18,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,2009-06-17,2009-06-17,2009-06-17,0,0,2009-06-17,123,52,0,0,,,,,,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
327513,18,ממשלתית,התקבלה בקריאה שלישית,2009-06-17,2009-06-17,2009-06-17,0,0,2009-06-17,481,290,2,2,511,320,511,320,2010-11-10,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
327548,18,ממשלתית,התקבלה בקריאה שלישית,2009-06-17,2009-06-17,2009-06-17,0,0,2009-06-17,,,,,42,42,42,42,2009-07-29,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
327672,18,ממשלתית,התקבלה בקריאה שלישית,2009-07-27,2009-07-27,2009-07-27,0,0,2009-07-27,170,99,13,13,219,148,219,148,2010-03-03,used pass to committee vote as presented to plenum
327858,18,ממשלתית,התקבלה בקריאה שלישית,2009-07-20,2009-07-20,2009-07-20,0,0,2009-07-20,85,14,147,147,245,169,245,169,2010-03-22,used pass to committee vote as presented to plenum
328101,18,ממשלתית,נעצרה,2009-07-27,2009-07-27,2009-07-27,0,0,2009-07-27,204,133,0,0,,,,,,used pass to committee vote as presented to plenum
328109,18,ממשלתית,התקבלה בקריאה שלישית,2009-07-27,2009-07-27,2009-07-27,0,0,2009-07-27,45,6,0,0,87,16,87,16,2009-10-22,used pass to committee vote as presented to plenum
328221,18,ממשלתית,התקבלה בקריאה שלישית,2009-07-27,2009-07-27,2009-07-27,0,0,2009-07-27,10,6,0,0,79,8,79,8,2009-10-14,used pass to committee vote as presented to plenum
328315,18,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,2009-11-25,,,,,,,,153,114,,,,,,"failed to find presented to plenum, failed to find first call, failed to find last call"
328401,18,ממשלתית,התקבלה בקריאה שלישית,2009-10-19,2009-10-19,2009-10-19,0,0,2009-10-19,44,44,0,0,65,65,65,65,2009-12-23,used pass to committee vote as presented to plenum
328403,18,ממשלתית,התקבלה בקריאה שלישית,2009-10-19,2009-10-19,2009-10-19,0,0,2009-10-19,120,120,0,0,148,148,148,148,2010-03-16,used pass to committee vote as presented to plenum
328404,18,ממשלתית,התקבלה בקריאה שלישית,2009-10-26,2009-10-26,2009-10-26,0,0,2009-10-26,29,29,0,0,51,51,51,51,2009-12-16,used pass to committee vote as presented to plenum
329215,18,ממשלתית,התקבלה בקריאה שלישית,2009-10-12,2009-10-12,2009-10-12,0,0,2009-10-12,15,15,0,0,22,22,22,22,2009-11-03,used pass to committee vote as presented to plenum
329216,18,ממשלתית,התקבלה בקריאה שלישית,2009-10-12,2009-10-12,2009-10-12,0,0,2009-10-12,16,16,6,6,45,45,45,45,2009-11-26,used pass to committee vote as presented to plenum
329270,18,ממשלתית,התקבלה בקריאה שלישית,2009-10-19,2009-10-19,2009-10-19,0,0,2009-10-19,16,16,0,0,58,58,58,58,2009-12-16,used pass to committee vote as presented to plenum
329448,18,ממשלתית,התקבלה בקריאה שלישית,2009-10-19,2009-10-19,2009-10-19,0,0,2009-10-19,22,22,55,55,90,90,90,90,2010-01-17,used pass to committee vote as presented to plenum
329449,18,ממשלתית,התקבלה בקריאה שלישית,2009-11-09,2009-11-09,2009-11-09,0,0,2009-11-09,42,42,0,0,52,52,52,52,2009-12-31,used pass to committee vote as presented to plenum
330253,18,ממשלתית,התקבלה בקריאה שלישית,2009-11-09,2009-11-09,2009-11-09,0,0,2009-11-09,35,35,44,44,99,99,99,99,2010-02-16,used pass to committee vote as presented to plenum
331186,18,ממשלתית,התקבלה בקריאה שלישית,2009-11-23,2009-11-23,2009-11-23,0,0,2009-11-23,29,29,0,0,45,45,45,45,2010-01-07,used pass to committee vote as presented to plenum
331491,18,ממשלתית,התקבלה בקריאה שלישית,2009-12-07,2009-12-07,2009-12-07,0,0,2009-12-07,44,44,0,0,66,66,66,66,2010-02-11,used pass to committee vote as presented to plenum
331492,18,ממשלתית,התקבלה בקריאה שלישית,2009-11-30,2009-11-30,2009-11-30,0,0,2009-11-30,15,15,0,0,31,31,31,31,2009-12-31,used pass to committee vote as presented to plenum
331569,18,ממשלתית,התקבלה בקריאה שלישית,2009-11-23,2009-11-23,2009-11-23,0,0,2009-11-23,56,56,420,300,497,376,497,376,2011-04-04,used pass to committee vote as presented to plenum
331918,18,ממשלתית,התקבלה בקריאה שלישית,2009-11-23,2009-11-23,2009-11-23,0,0,2009-11-23,2,2,55,55,64,64,64,64,2010-01-26,used pass to committee vote as presented to plenum
332064,18,ממשלתית,התקבלה בקריאה שלישית,2009-11-30,2009-11-30,2009-11-30,0,0,2009-11-30,57,57,0,0,78,78,78,78,2010-02-16,used pass to committee vote as presented to plenum
332503,18,ממשלתית,התקבלה בקריאה שלישית,2009-06-22,2009-11-11,2009-11-11,0,0,2009-12-21,7,7,0,0,67,67,209,138,2010-01-17,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call"
332504,18,ממשלתית,התקבלה בקריאה שלישית,2009-12-07,2009-12-07,2009-12-07,0,0,2009-12-07,7,7,23,23,59,59,59,59,2010-02-04,used pass to committee vote as presented to plenum
332545,18,ממשלתית,התקבלה בקריאה שלישית,2008-07-30,2008-07-30,2008-07-30,0,0,2008-07-30,476,183,355,235,841,428,841,428,2010-11-18,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
332797,18,ממשלתית,התקבלה בקריאה שלישית,2009-12-14,2009-12-14,2009-12-14,0,0,2009-12-14,8,8,0,0,17,17,17,17,2009-12-31,used pass to committee vote as presented to plenum
333586,18,ממשלתית,התקבלה בקריאה שלישית,2009-12-28,2009-12-28,2009-12-28,0,0,2009-12-28,1,1,6,6,20,20,20,20,2010-01-17,used pass to committee vote as presented to plenum
333587,18,ממשלתית,התקבלה בקריאה שלישית,2009-12-28,2009-12-28,2009-12-28,0,0,2009-12-28,50,50,0,0,79,79,79,79,2010-03-17,used pass to committee vote as presented to plenum
333807,18,ממשלתית,התקבלה בקריאה שלישית,2009-07-27,2009-12-09,2009-12-09,0,0,2010-03-08,-21,-21,29,29,105,98,240,162,2010-03-24,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
334092,18,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,2009-10-19,2009-10-19,2009-10-19,0,0,2009-10-19,,,,,,,,,,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
334152,18,ממשלתית,התקבלה בקריאה שלישית,2009-11-25,,,,,,,,,,,,36,36,2009-12-31,"failed to find presented to plenum, failed to find first call, failed to find last call"
431151,18,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,2011-07-25,2011-07-25,2011-07-27,2,2,2011-07-27,,,,,,,,,,"used ancestor first call as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
334432,18,ממשלתית,התקבלה בקריאה שלישית,2010-01-25,2010-01-25,2010-01-25,0,0,2010-01-25,92,53,77,77,184,139,184,139,2010-07-28,used pass to committee vote as presented to plenum
334667,18,ממשלתית,התקבלה בקריאה שלישית,2010-01-25,2010-01-25,2010-01-25,0,0,2010-01-25,135,96,762,520,925,635,925,635,2012-08-07,used pass to committee vote as presented to plenum
334668,18,ממשלתית,התקבלה בקריאה שלישית,2010-02-22,2010-02-22,2010-02-22,0,0,2010-02-22,272,152,443,317,756,510,756,510,2012-03-19,used pass to committee vote as presented to plenum
334669,18,ממשלתית,התקבלה בקריאה שלישית,2010-01-25,2010-01-25,2010-01-25,0,0,2010-01-25,22,22,0,0,31,31,31,31,2010-02-25,used pass to committee vote as presented to plenum
334868,18,ממשלתית,התקבלה בקריאה שלישית,2010-02-02,2010-02-02,2010-02-02,0,0,2010-02-02,13,13,0,0,29,29,29,29,2010-03-03,used pass to committee vote as presented to plenum
334940,18,ממשלתית,התקבלה בקריאה שלישית,2009-11-16,2010-01-13,2010-01-13,0,0,2010-03-03,68,29,449,326,581,409,639,467,2011-08-17,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
335477,18,ממשלתית,התקבלה בקריאה שלישית,2009-04-01,2009-06-17,2009-06-17,0,0,2010-02-02,41,41,121,82,407,290,484,335,2010-07-29,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call"
335718,18,ממשלתית,התקבלה בקריאה שלישית,2010-02-22,2010-02-22,2010-02-22,0,0,2010-02-22,100,61,0,0,135,96,135,96,2010-07-07,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
335720,18,ממשלתית,התקבלה בקריאה שלישית,2010-02-02,2010-02-02,2010-02-02,0,0,2010-02-02,29,29,12,12,49,43,49,43,2010-03-23,used pass to committee vote as presented to plenum
335721,18,ממשלתית,התקבלה בקריאה שלישית,2006-06-12,2008-07-22,2008-07-22,0,0,2011-03-28,-63,-63,49,49,986,572,1757,1105,2011-04-04,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call"
335722,18,ממשלתית,התקבלה בקריאה שלישית,2010-02-02,2010-02-02,2010-02-02,0,0,2010-02-02,13,13,9,9,43,43,43,43,2010-03-17,used pass to committee vote as presented to plenum
335913,18,ממשלתית,התקבלה בקריאה שלישית,2010-02-22,2010-02-22,2010-02-22,0,0,2010-02-22,142,103,692,450,871,590,871,590,2012-07-12,used pass to committee vote as presented to plenum
336239,18,ממשלתית,התקבלה בקריאה שלישית,2009-04-01,2010-02-08,2010-02-08,0,0,2010-02-08,184,125,215,154,421,299,734,509,2011-04-05,used pass to committee vote as presented to plenum
336240,18,ממשלתית,התקבלה בקריאה שלישית,2010-02-08,2010-02-08,2010-02-08,0,0,2010-02-08,14,14,378,258,429,299,429,299,2011-04-13,used pass to committee vote as presented to plenum
336424,18,ממשלתית,התקבלה בקריאה שלישית,2010-02-08,2010-02-08,2010-02-08,0,0,2010-02-08,85,46,64,64,169,125,169,125,2010-07-27,used pass to committee vote as presented to plenum
336425,18,ממשלתית,התקבלה בקריאה שלישית,2010-02-08,2010-02-08,2010-02-08,0,0,2010-02-08,15,15,15,15,44,37,44,37,2010-03-24,used pass to committee vote as presented to plenum
336753,18,ממשלתית,התקבלה בקריאה שלישית,2010-03-15,2010-03-16,2010-03-16,0,0,2010-03-16,114,75,0,0,134,89,135,90,2010-07-28,used pass to committee vote as presented to plenum
336756,18,ממשלתית,התקבלה בקריאה שלישית,2010-03-08,2010-03-08,2010-03-08,0,0,2010-03-08,57,18,0,0,84,45,84,45,2010-05-31,used pass to committee vote as presented to plenum
337469,18,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,2010-02-22,2010-02-22,2010-02-22,0,0,2010-02-22,63,24,0,0,,,,,,used pass to committee vote as presented to plenum
432106,18,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,2011-01-10,2011-01-10,2011-01-10,0,0,2011-01-10,,,,,,,,,,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
339689,18,ממשלתית,התקבלה בקריאה שלישית,2010-03-08,2010-03-08,2010-03-08,0,0,2010-03-08,8,8,182,89,325,205,325,205,2011-01-27,used pass to committee vote as presented to plenum
471226,18,ממשלתית,התקבלה בקריאה שלישית,2012-06-11,2012-06-11,2012-06-11,0,0,2012-06-11,15,15,0,0,16,16,16,16,2012-06-27,used pass to committee vote as presented to plenum
471227,18,ממשלתית,התקבלה בקריאה שלישית,2012-06-25,2012-06-25,2012-06-25,0,0,2012-06-25,21,21,0,0,38,34,38,34,2012-08-02,used pass to committee vote as presented to plenum
471860,18,ממשלתית,התקבלה בקריאה שלישית,2012-06-18,2012-06-18,2012-06-18,0,0,2012-06-18,22,22,0,0,48,41,48,41,2012-08-05,used pass to committee vote as presented to plenum
471894,18,ממשלתית,התקבלה בקריאה שלישית,2012-06-25,2012-06-25,2012-06-25,0,0,2012-06-25,8,8,0,0,10,10,10,10,2012-07-05,used pass to committee vote as presented to plenum
471895,18,ממשלתית,התקבלה בקריאה שלישית,2012-06-25,2012-06-25,2012-06-25,0,0,2012-06-25,7,7,0,0,17,17,17,17,2012-07-12,used pass to committee vote as presented to plenum
341169,18,ממשלתית,התקבלה בקריאה שלישית,2009-10-12,2010-01-06,2010-01-06,0,0,2010-03-08,57,18,21,21,160,121,246,207,2010-06-15,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call"
341329,18,ממשלתית,התקבלה בקריאה שלישית,2010-02-02,2010-02-02,2010-02-02,0,0,2010-02-02,,,,,23,23,23,23,2010-02-25,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
472476,18,ממשלתית,לדיון במליאה על החלת דין רציפות,2012-07-16,2012-07-16,2012-07-16,0,0,2012-07-16,,,,,,,,,,used pass to committee vote as presented to plenum
472930,18,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,2012-07-04,2012-07-04,2012-07-09,5,5,2012-07-09,107,21,0,0,,,,,,
342092,18,ממשלתית,התקבלה בקריאה שלישית,2010-03-08,2010-03-08,2010-03-08,0,0,2010-03-08,2,2,0,0,14,9,14,9,2010-03-22,used pass to committee vote as presented to plenum
473177,18,ממשלתית,התקבלה בקריאה שלישית,2012-05-07,2012-07-09,2012-07-09,0,0,2012-07-18,5,5,0,0,24,20,87,83,2012-08-02,used ancestor pass to committee vote as last call
342129,18,ממשלתית,התקבלה בקריאה שלישית,2010-03-08,2010-03-08,2010-03-08,0,0,2010-03-08,8,8,0,0,16,9,16,9,2010-03-24,used pass to committee vote as presented to plenum
342149,18,ממשלתית,לדיון במליאה לקראת הקריאה הראשונה,2010-03-08,2010-03-08,2010-03-08,0,0,2010-03-08,,,,,,,,,,used pass to committee vote as presented to plenum
473543,18,ממשלתית,התקבלה בקריאה שלישית,2011-11-16,2011-11-16,2011-11-22,6,6,2011-11-22,238,203,0,0,266,221,266,221,2012-08-08,"used ancestor first call as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
473676,18,ממשלתית,לדיון במליאה על החלת דין רציפות,2012-07-16,2012-07-16,2012-07-25,9,9,2012-07-25,48,4,35,1,,,,,,
473677,18,ממשלתית,התקבלה בקריאה שלישית,2012-07-18,2012-07-18,2012-07-18,0,0,2012-07-18,4,4,0,0,15,11,15,11,2012-08-02,used pass to committee vote as presented to plenum
473678,18,ממשלתית,התקבלה בקריאה שלישית,2009-07-27,2009-12-16,2009-12-16,0,0,2012-07-24,1,1,0,0,960,675,1102,746,2012-08-02,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call"
473679,18,ממשלתית,התקבלה בקריאה שלישית,2012-07-16,2012-07-16,2012-07-23,7,7,2012-07-23,1,1,0,0,17,13,17,13,2012-08-02,
342870,18,ממשלתית,התקבלה בקריאה שלישית,2010-03-15,2010-03-16,2010-03-16,0,0,2011-01-10,-69,-69,104,104,364,244,365,245,2011-03-15,"used pass to committee vote as presented to plenum, used ancestor pass to committee vote as last call"
342913,18,ממשלתית,התקבלה בקריאה שלישית,2010-03-15,2010-03-16,2010-03-16,0,0,2010-03-16,55,16,0,0,76,37,77,38,2010-05-31,used pass to committee vote as presented to plenum
474062,18,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,2012-07-23,2012-07-23,2012-07-25,2,2,2012-07-25,50,4,0,0,,,,,,
474078,18,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,2012-07-23,2012-07-23,2012-07-25,2,2,2012-07-25,,,,,,,,,,
474080,18,ממשלתית,לאישור מיזוג בוועדת הכנסת,2010-06-21,2010-12-15,2010-12-15,0,0,2012-07-25,82,5,2,0,,,,,,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call"
474083,18,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,2012-03-12,2012-03-12,2012-03-19,7,7,2012-03-19,,,,,,,,,,"used ancestor first call as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
474132,18,ממשלתית,לדיון במליאה לקראת הקריאה הראשונה,2012-07-24,2012-07-24,2012-07-24,0,0,2012-07-24,,,,,,,,,,"used presented to plenum as first call, used first call as last call"
343110,18,ממשלתית,התקבלה בקריאה שלישית,2010-03-15,2010-03-16,2010-03-16,0,0,2010-03-16,0,0,0,0,7,1,8,2,2010-03-23,used pass to committee vote as presented to plenum
474206,18,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,2011-12-12,2011-12-12,2011-12-12,0,0,2011-12-12,,,,,,,,,,"used ancestor pass to committee vote as presented to plenum, used ancestor pass to committee vote as first call, used ancestor pass to committee vote as last call"
343169,18,ממשלתית,התקבלה בקריאה שלישית,2010-03-15,2010-03-16,2010-03-16,0,0,2010-03-16,357,237,98,56,482,320,483,321,2011-07-11,used pass to committee vote as presented to plenum
474392,18,ממשלתית,התקבלה בקריאה שלישית,2012-08-06,2012-08-06,2012-08-06,0,0,2012-08-06,0,0,0,0,7,0,7,0,2012-08-13,used pass to committee vote as presented to plenum
474466,18,ממשלתית,התקבלה בקריאה שלישית,2012-08-06,2012-08-06,2012-08-06,0,0,2012-08-06,31,0,17,0,98,1,98,1,2012-11-12,used pass to committee vote as presented to plenum
474467,18,ממשלתית,התקבלה בקריאה שלישית,2012-08-06,2012-08-06,2012-08-06,0,0,2012-08-06,0,0,0,0,7,0,7,0,2012-08-13,used pass to committee vote as presented to plenum
